0.01	0	1.6180342291699512e-9
0.02	0	-1.9616251331622259e-10
0.03	0	9.227267387668103e-10
0.04	0	1.6942355365867634e-9
0.05	0	1.936719760259331e-10
0.060000000000000005	0	0
0.06999999999999999	0	1.460281860710122e-10
0.08	0	2.2660885147518517e-10
0.09	0	-1.0079257393991181e-10
0.09999999999999999	0	6.202813922218109e-10
0.11	0	5.23189137846547e-10
0.12	0	-1.2322357891003666e-10
0.13	0	-1.8067823973066943e-10
0.14	0	0
0.15000000000000002	0	0
0.16	0	0
0.17	0	0
0.18000000000000002	0	-6.017164058680358e-10
0.19	0	0
0.2	0	-1.0932414435532722e-9
0.21000000000000002	0	-1.0094191940646091e-9
0.22	0	-2.0187940971694296e-9
0.23	0	1.979825522274714e-10
0.24000000000000002	0	1.904334780145067e-9
0.25	0	-2.9072971113874857e-10
0.26	0	1.4404307607795985e-9
0.27	0	1.316085603345063e-9
0.28	0	4.2742454887945147e-10
0.29000000000000004	0	4.121955485270057e-10
0.3	0	4.094029924101017e-10
0.31	0	-4.501393476713522e-10
0.32	0	-5.345170053100423e-10
0.33	0	-6.642798203865263e-10
0.34	0	-8.062507033529398e-10
0.35000000000000003	0	-6.43257965990407e-10
0.36000000000000004	0	-6.80088858492911e-10
0.37	0	-7.089675686799968e-10
0.38	0	-7.531830194251743e-10
0.39	0	-8.479215992535094e-10
0.4	0	-9.81696951160571e-10
0.41000000000000003	0	-1.1382639570484132e-9
0.42000000000000004	0	-1.2489312726376989e-9
0.43	0	-1.3025794002446967e-9
0.44	0	-1.32859665977203e-9
0.45	0	-1.3528036121868148e-9
0.46	0	-1.6131056334439675e-9
0.47000000000000003	0	-1.8890548951489006e-9
0.48000000000000004	0	-1.9899023644132097e-9
0.49	0	-2.1120461282664316e-9
0.5	0	-2.3369274675111296e-9
0.51	0	-2.427832672749486e-9
0.52	0	-2.595694437168561e-9
0.53	0	1.1938810981493297e-9
0.54	0	1.269949962898198e-9
0.55	0	1.3881287109357432e-9
0.56	0	1.6407708074150928e-9
0.5700000000000001	0	2.0007037779962156e-9
0.5800000000000001	0	2.359549274716377e-9
0.59	0	2.4716619653752936e-9
0.6	0	2.540520323626727e-9
0.61	0	2.863464822894235e-9
0.62	0	3.1684648238439195e-9
0.63	0	2.6218143420186912e-9
0.64	0	2.8943908311762634e-9
0.65	0	3.105462123564884e-9
0.66	0	3.250916846483931e-9
0.67	0	3.5256813440964763e-9
0.68	0	-1.4611252659169072e-9
0.6900000000000001	0	-1.7762432063389566e-9
0.7000000000000001	0	-2.9773478387590258e-9
0.7100000000000001	0	-3.776480040143526e-9
0.72	0	-5.571032964807321e-9
0.73	0	-6.072656683064892e-9
0.74	0	-7.129485066550978e-9
0.75	0	-9.502599280369894e-9
0.76	0	-1.4689715043328389e-8
0.77	0	-2.9671381683235576e-8
0.78	0	-2.4199750221082228e-8
0.79	0	-3.618828521914641e-8
0.8	0	-9.419413672662191e-9
0.81	0	-1.8998217356930303e-8
0.8200000000000001	0	-1.8950839496614802e-8
0.8300000000000001	0	-1.9526550721835068e-8
0.8400000000000001	0	-1.6473476331310688e-8
0.85	0	-1.6257558330817767e-8
0.86	0	-1.4447533763090048e-8
0.87	0	-1.7611651033366815e-8
0.88	0	-1.5932976027074885e-8
0.89	0	-1.579849973759595e-8
0.9	0	-1.347629471556977e-8
0.91	0	-1.3197057911751298e-8
0.92	0	-1.2713041827594473e-8
0.93	0	-1.2098284516565139e-8
0.9400000000000001	0	-1.1462845322246507e-8
0.9500000000000001	0	-1.0805522561788128e-8
0.9600000000000001	0	-1.3812950241942623e-8
0.97	0	-1.2892860001834094e-8
0.98	0	-7.253368589782427e-9
0.99	0	-6.458392355634945e-9
1.	0	-7.691444441418338e-9
1.01	0	-6.826689087288673e-9
1.02	0	-4.910390002596521e-9
1.03	0	-1.4208755543670959e-8
