0.01	4.896799881350168e-8
0.02	6.637719618235402e-9
0.03	3.4825146424047374e-8
0.04	2.4213051083811455e-8
0.05	2.0191184674076626e-8
0.060000000000000005	2.506677168532638e-8
0.06999999999999999	1.1060131157193286e-8
0.08	1.060471776858378e-8
0.09	1.2140550739298431e-8
0.09999999999999999	1.1647109080424983e-8
0.11	9.808057474900564e-9
0.12	8.196831560015374e-9
0.13	2.67129618534147e-8
0.14	2.2235355590566718e-8
0.15000000000000002	1.633580554430936e-8
0.16	6.216602102143508e-9
0.17	4.777042857777663e-9
0.18000000000000002	6.448967233797423e-9
0.19	7.013996893038749e-9
0.2	8.660507746558909e-9
0.21000000000000002	9.516571387548365e-9
0.22	1.1107216334746718e-8
0.23	1.2888982508306286e-8
0.24000000000000002	1.4224435184697488e-8
0.25	1.4347306178856277e-8
0.26	2.1635215109379774e-8
0.27	2.3050668598503636e-8
0.28	2.275995278108908e-8
0.29000000000000004	2.3156520267886375e-8
0.3	4.1833440898989395e-8
0.31	2.121345584988084e-8
0.32	2.0027241041394016e-8
0.33	1.7874078527265433e-8
0.34	1.4214871151158519e-8
0.35000000000000003	1.1385567858545388e-8
0.36000000000000004	9.423250410606826e-9
0.37	7.4099012189466445e-9
0.38	6.235057678838392e-9
0.39	5.417342752952575e-9
0.4	1.4754806588921587e-8
0.41000000000000003	1.7923274095426526e-8
0.42000000000000004	2.0305228430170522e-8
0.43	2.516441327877143e-8
0.44	9.563456804701309e-9
0.45	6.050875682683832e-9
0.46	7.802865274079307e-9
0.47000000000000003	5.871514686433135e-9
0.48000000000000004	6.910099683845982e-9
0.49	1.8075881611808223e-8
0.5	1.6467284831514254e-8
0.51	1.3469770025456773e-8
0.52	1.2627282170815753e-8
0.53	1.0957518993038203e-8
0.54	1.086520301022784e-8
0.55	1.4382279184378774e-8
0.56	1.5724746024082892e-8
0.5700000000000001	1.799060977729038e-8
0.5800000000000001	2.1405054635968463e-8
0.59	2.665900611023123e-8
0.6	3.189222055422936e-8
0.61	3.798690937496334e-8
0.62	2.5183337105617266e-8
0.63	3.0139859956470645e-8
0.64	2.2784689715551274e-8
0.65	2.4764505839812906e-8
0.66	5.695808104596308e-9
0.67	5.562483388006213e-9
0.68	9.622200977339355e-9
0.6900000000000001	6.209217031046315e-9
0.7000000000000001	9.134052123823959e-10
0.7100000000000001	2.8753879337179825e-9
0.72	1.8048233404706025e-8
0.73	3.5227575369081315e-8
0.74	1.9194355961347065e-8
0.75	0.03721014295091107
0.76	0.0593138388324482
0.77	0.07074559168903694
0.78	0.07676169118074591
0.79	0.07889359097716662
0.8	0.0777241413578934
0.81	0.07335186138241193
0.8200000000000001	0.06540232286112377
0.8300000000000001	0.05257664325309333
0.8400000000000001	0.029514095184372136
0.85	1.2949788354789205e-8
0.86	1.7384515644933527e-8
0.87	1.8868676318804724e-9
0.88	2.0618945915634725e-8
0.89	2.5890850265185216e-8
